PROVINSI,KABUPATEN ATAU KOTA,KECAMATAN,KODE DESA ATAU KELURAHAN,DESA ATAU KELURAHAN,JUMLAH PENDUDUK
JAWA BARAT,KOTA DEPOK,TAPOS,3276101007,CIMPAEUN,25791
JAWA BARAT,KOTA DEPOK,BOJONGSARI,3276111001,BOJONGSARI,16529
JAWA BARAT,KOTA DEPOK,BOJONGSARI,3276111002,BOJONGSARI BARU,11429
JAWA BARAT,KOTA DEPOK,BOJONGSARI,3276111003,SERUA,19548
JAWA BARAT,KOTA DEPOK,BOJONGSARI,3276111004,PONDOK PETIR,23035
JAWA BARAT,KOTA DEPOK,BOJONGSARI,3276111005,CURUG,23165
JAWA BARAT,KOTA DEPOK,BOJONGSARI,3276111006,DUREN MEKAR,17635
JAWA BARAT,KOTA DEPOK,BOJONGSARI,3276111007,DUREN SERIBU,12143
BANTEN,KOTA TANGERANG SELATAN,SERPONG,3674011001,CIATER,26608
BANTEN,KOTA TANGERANG SELATAN,SERPONG,3674011002,RAWABUNTU,28459
BANTEN,KOTA TANGERANG SELATAN,SERPONG,3674011003,RAWA MEKARJAYA,18226
BANTEN,KOTA TANGERANG SELATAN,SERPONG,3674011004,LENGKONG GUDANG,11944
BANTEN,KOTA TANGERANG SELATAN,SERPONG,3674011005,LENGKONG WETAN,10190
BANTEN,KOTA TANGERANG SELATAN,SERPONG,3674011006,BUARAN,19405
BANTEN,KOTA TANGERANG SELATAN,SERPONG,3674011007,LENGKONG GUDANG TIMUR,12106
BANTEN,KOTA TANGERANG SELATAN,SERPONG,3674011008,CILENGGANG,10560
BANTEN,KOTA TANGERANG SELATAN,SERPONG,3674011009,SERPONG,21213
BANTEN,KOTA TANGERANG SELATAN,SERPONG UTARA,3674021001,PAKULONAN,13128
BANTEN,KOTA TANGERANG SELATAN,SERPONG UTARA,3674021002,PAKUALAM,15600
BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN,3674031005,PONDOK AREN,31217
BANTEN,KOTA TANGERANG SELATAN,SERPONG UTARA,3674021003,PAKUJAYA,27196
BANTEN,KOTA TANGERANG SELATAN,SERPONG UTARA,3674021004,PONDOK JAGUNG,20241
BANTEN,KOTA TANGERANG SELATAN,SERPONG UTARA,3674021005,PONDOK JAGUNG TIMUR,18964
BANTEN,KOTA TANGERANG SELATAN,SERPONG UTARA,3674021006,JELUPANG,32803
BANTEN,KOTA TANGERANG SELATAN,SERPONG UTARA,3674021007,LENGKONG KARYA,7992
BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN,3674031004,PONDOK JAYA,10803
BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN,3674031001,PONDOK BETUNG,33326
BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN,3674031002,PONDOK PUCUNG,27327
BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN,3674031003,PONDOK KARYA,26226
BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN,3674031006,PONDOK KACANG BARAT,23659
BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN,3674031007,PONDOK KACANG TIMUR,37157
BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN,3674031008,PARIGI,20955
BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN,3674031009,PARIGI BARU,12452
BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN,3674031011,JURANGMANGU TIMUR,30494
BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN,3674031010,JURANGMANGU BARAT,37149
BANTEN,KOTA TANGERANG SELATAN,CIPUTAT,3674041001,SAWAH BARU,28912
BANTEN,KOTA TANGERANG SELATAN,CIPUTAT,3674041002,SERUA,40935
BANTEN,KOTA TANGERANG SELATAN,CIPUTAT,3674041003,CIPUTAT,24936
BANTEN,KOTA TANGERANG SELATAN,CIPUTAT,3674041004,SAWAH LAMA,32179
BANTEN,KOTA TANGERANG SELATAN,CIPUTAT,3674041005,SERUA INDAH,21009
BANTEN,KOTA TANGERANG SELATAN,CIPUTAT,3674041006,JOMBANG,42914
BANTEN,KOTA TANGERANG SELATAN,CIPUTAT,3674041007,CIPAYUNG,26296
BANTEN,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,3674051001,CEMPAKA PUTIH,26110
BANTEN,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,3674051002,PONDOK RANJI,29764
BANTEN,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,3674051003,PISANGAN,36032
BANTEN,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,3674051004,CIREUNDEU,25754
BANTEN,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,3674051005,REMPOA,26179
BANTEN,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,3674051006,RENGAS,24089
BANTEN,KOTA TANGERANG SELATAN,PAMULANG,3674061001,PAMULANG BARAT,52930
BANTEN,KOTA TANGERANG SELATAN,PAMULANG,3674061002,BENDA BARU,43400
BANTEN,KOTA TANGERANG SELATAN,PAMULANG,3674061003,PONDOK BENDA,53074
BANTEN,KOTA TANGERANG SELATAN,PAMULANG,3674061004,PONDOK CABE UDIK,21353
BANTEN,KOTA TANGERANG SELATAN,PAMULANG,3674061005,PONDOK CABE ILIR,35981
BANTEN,KOTA TANGERANG SELATAN,PAMULANG,3674061006,KEDAUNG,50998
BANTEN,KOTA TANGERANG SELATAN,PAMULANG,3674061007,BAMBUAPUS,28757
BANTEN,KOTA TANGERANG SELATAN,PAMULANG,3674061008,PAMULANG TIMUR,31274
BANTEN,KOTA TANGERANG SELATAN,SETU,3674071001,MUNCUL,10883
BANTEN,KOTA TANGERANG SELATAN,SETU,3674071002,SETU,14522
BANTEN,KOTA TANGERANG SELATAN,SETU,3674071003,KERANGGAN,8305
BANTEN,KOTA TANGERANG SELATAN,SETU,3674071004,KADEMANGAN,23707
BANTEN,KOTA TANGERANG SELATAN,SETU,3674071005,BABAKAN,12122
BANTEN,KOTA TANGERANG SELATAN,SETU,3674071006,BAKTI JAYA,18919
BANTEN,KOTA TANGERANG,LARANGAN,3671131002,LARANGAN SELATAN,19581
BANTEN,KOTA TANGERANG,CIPONDOH,3671051002,CIPONDOH MAKMUR,31653
BANTEN,KOTA TANGERANG,CIPONDOH,3671051009,PORIS PLAWAD UTARA,23439
BANTEN,KOTA TANGERANG,CIPONDOH,3671051010,PORIS PLAWAD INDAH,25257
BANTEN,KOTA TANGERANG,CILEDUG,3671061001,PANINGGILAN,20351
BANTEN,KOTA TANGERANG,CILEDUG,3671061008,PANINGGILAN UTARA,18544
BANTEN,KOTA TANGERANG,KARAWACI,3671071001,KARAWACI,7664
BANTEN,KOTA TANGERANG,KARAWACI,3671071002,BOJONG JAYA,8934
BANTEN,KOTA TANGERANG,KARAWACI,3671071003,KARAWACI BARU,15812
BANTEN,KOTA TANGERANG,KARAWACI,3671071004,NUSA JAYA,15609
BANTEN,KOTA TANGERANG,KARAWACI,3671071005,CIMONE,19390
BANTEN,KOTA TANGERANG,KARAWACI,3671071006,CIMONE JAYA,15354
BANTEN,KOTA TANGERANG,KARAWACI,3671071007,PABUARAN,11357
BANTEN,KOTA TANGERANG,KARAWACI,3671071008,SUMUR PACING,6228
BANTEN,KOTA TANGERANG,BATUCEPER,3671031001,BATUCEPER,14195
BANTEN,KOTA TANGERANG,KARAWACI,3671071009,BUGEL,15953
BANTEN,KOTA TANGERANG,KARAWACI,3671071010,MARGASARI,17783
BANTEN,KOTA TANGERANG,KARAWACI,3671071011,PABUARAN TUMPENG,14455
BANTEN,KOTA TANGERANG,BATUCEPER,3671031002,BATUJAYA,10710
BANTEN,KOTA TANGERANG,BATUCEPER,3671031003,PORIS GAGA,18235
BANTEN,KOTA TANGERANG,TANGERANG,3671011001,SUKARASA,7131
BANTEN,KOTA TANGERANG,TANGERANG,3671011002,SUKAASIH,6049
BANTEN,KOTA TANGERANG,TANGERANG,3671011003,TANAH TINGGI,35952
BANTEN,KOTA TANGERANG,TANGERANG,3671011004,BUARAN INDAH,26181
BANTEN,KOTA TANGERANG,TANGERANG,3671011005,CIKOKOL,31238
BANTEN,KOTA TANGERANG,TANGERANG,3671011006,KELAPA INDAH,11736
BANTEN,KOTA TANGERANG,TANGERANG,3671011007,SUKASARI,24689
BANTEN,KOTA TANGERANG,TANGERANG,3671011008,BABAKAN,19278
BANTEN,KOTA TANGERANG,JATIUWUNG,3671021001,KERONCONG,18874
BANTEN,KOTA TANGERANG,JATIUWUNG,3671021002,JATAKE,14802
BANTEN,KOTA TANGERANG,JATIUWUNG,3671021003,PASIR JAYA,15678
BANTEN,KOTA TANGERANG,JATIUWUNG,3671021004,GANDASARI,23219
BANTEN,KOTA TANGERANG,JATIUWUNG,3671021005,MANIS JAYA,15097
BANTEN,KOTA TANGERANG,JATIUWUNG,3671021006,ALAM JAYA,19334
BANTEN,KOTA TANGERANG,BATUCEPER,3671031004,PORIS GAGA BARU,10944
BANTEN,KOTA TANGERANG,BATUCEPER,3671031005,KEBON BESAR,12261
BANTEN,KOTA TANGERANG,BATUCEPER,3671031006,BATUSARI,17300
BANTEN,KOTA TANGERANG,BATUCEPER,3671031007,PORIS JAYA,10246
BANTEN,KOTA TANGERANG,BENDA,3671041001,BELENDUNG,23205
BANTEN,KOTA TANGERANG,BENDA,3671041002,JURUMUDI,19017
BANTEN,KOTA TANGERANG,BENDA,3671041003,BENDA,12504
BANTEN,KOTA TANGERANG,BENDA,3671041004,PAJANG,7973
BANTEN,KOTA TANGERANG,BENDA,3671041005,JURUMUDI BARU,21203
BANTEN,KOTA TANGERANG,CIPONDOH,3671051001,CIPONDOH,27413
BANTEN,KOTA TANGERANG,CIPONDOH,3671051003,CIPONDOH INDAH,24379
BANTEN,KOTA TANGERANG,CIPONDOH,3671051004,GONDRONG,21095
BANTEN,KOTA TANGERANG,CIPONDOH,3671051005,KENANGA,16259
BANTEN,KOTA TANGERANG,CIPONDOH,3671051006,PETIR,20929
BANTEN,KOTA TANGERANG,CIPONDOH,3671051007,KETAPANG,15014
BANTEN,KOTA TANGERANG,CIPONDOH,3671051008,PORIS PLAWAD,17398
BANTEN,KOTA TANGERANG,CILEDUG,3671061002,SUDIMARA BARAT,19145
BANTEN,KOTA TANGERANG,CILEDUG,3671061003,SUDIMARA TIMUR,12538
BANTEN,KOTA TANGERANG,CILEDUG,3671061004,TAJUR,18218
BANTEN,KOTA TANGERANG,CILEDUG,3671061005,PARUNG SERAB,17932
BANTEN,KOTA TANGERANG,CILEDUG,3671061006,SUDIMARA JAYA,22323
BANTEN,KOTA TANGERANG,CILEDUG,3671061007,SUDIMARA SELATAN,16892
BANTEN,KOTA TANGERANG,KARAWACI,3671071012,NAMBO JAYA,8045
BANTEN,KOTA TANGERANG,KARAWACI,3671071013,GERENDENG,10971
BANTEN,KOTA TANGERANG,KARAWACI,3671071014,SUKAJADI,8715
BANTEN,KOTA TANGERANG,KARAWACI,3671071015,PASAR BARU,5486
BANTEN,KOTA TANGERANG,KARAWACI,3671071016,KOANG JAYA,9502
BANTEN,KOTA TANGERANG,PERIUK,3671081001,PERIUK,25510
BANTEN,KOTA TANGERANG,NEGLASARI,3671101002,KARANG SARI,26780
BANTEN,KOTA TANGERANG,PERIUK,3671081002,GEMBOR,31584
BANTEN,KOTA TANGERANG,PERIUK,3671081003,GEBANG RAYA,41529
BANTEN,KOTA TANGERANG,PERIUK,3671081004,SANGIANG JAYA,26159
BANTEN,KOTA TANGERANG,PERIUK,3671081005,PERIUK JAYA,17581
BANTEN,KOTA TANGERANG,CIBODAS,3671091001,CIBODAS,30696
BANTEN,KOTA TANGERANG,CIBODAS,3671091002,CIBODASARI,35169
BANTEN,KOTA TANGERANG,CIBODAS,3671091003,CIBODAS BARU,20079
BANTEN,KOTA TANGERANG,CIBODAS,3671091004,PANUNGGANGAN BARAT,22698
BANTEN,KOTA TANGERANG,CIBODAS,3671091005,UWUNG JAYA,31325
BANTEN,KOTA TANGERANG,CIBODAS,3671091006,JATIUWUNG,16505
BANTEN,KOTA TANGERANG,NEGLASARI,3671101001,NEGLASARI,19496
BANTEN,KOTA TANGERANG,NEGLASARI,3671101003,SELAPAJANG JAYA,18091
BANTEN,KOTA TANGERANG,NEGLASARI,3671101004,KEDAUNG WETAN,19197
BANTEN,KOTA TANGERANG,NEGLASARI,3671101005,MEKARSARI,13001
BANTEN,KOTA TANGERANG,NEGLASARI,3671101006,KARANG ANYAR,15007
BANTEN,KOTA TANGERANG,NEGLASARI,3671101007,KEDAUNG BARU,10143
BANTEN,KOTA TANGERANG,PINANG,3671111001,PINANG,21181
BANTEN,KOTA TANGERANG,PINANG,3671111002,SUDIMARA PINANG,18505
BANTEN,KOTA TANGERANG,PINANG,3671111003,NEROGTOG,17978
BANTEN,KOTA TANGERANG,PINANG,3671111004,KUNCIRAN,16767
BANTEN,KOTA TANGERANG,PINANG,3671111005,KUNCIRAN INDAH,34079
BANTEN,KOTA TANGERANG,PINANG,3671111006,KUNCIRAN JAYA,9855
BANTEN,KOTA TANGERANG,PINANG,3671111007,CIPETE,16682
BANTEN,KOTA TANGERANG,PINANG,3671111008,PAKOJAN,8289
BANTEN,KOTA TANGERANG,PINANG,3671111009,PANUNGGANGAN,10608
BANTEN,KOTA TANGERANG,PINANG,3671111010,PANUNGGANGAN UTARA,23990
BANTEN,KOTA TANGERANG,PINANG,3671111011,PANUNGGANGAN TIMUR,3290
BANTEN,KOTA TANGERANG,KARANG TENGAH,3671121001,KARANG TENGAH,28360
BANTEN,KOTA TANGERANG,KARANG TENGAH,3671121002,KARANG MULYA,14763
BANTEN,KOTA TANGERANG,KARANG TENGAH,3671121003,PONDOK BAHAR,14050
BANTEN,KOTA TANGERANG,KARANG TENGAH,3671121004,PONDOK PUCUNG,13386
BANTEN,KOTA TANGERANG,KARANG TENGAH,3671121005,KARANG TIMUR,17748
BANTEN,KOTA TANGERANG,KARANG TENGAH,3671121006,PADURENAN,19755
BANTEN,KOTA TANGERANG,KARANG TENGAH,3671121007,PARUNG JAYA,6712
BANTEN,KOTA TANGERANG,LARANGAN,3671131001,LARANGAN UTARA,23709
BANTEN,KOTA TANGERANG,LARANGAN,3671131003,CIPADU,19666
BANTEN,KOTA TANGERANG,LARANGAN,3671131004,KREO,14716
BANTEN,KOTA TANGERANG,LARANGAN,3671131005,LARANGAN INDAH,14552
BANTEN,KOTA TANGERANG,LARANGAN,3671131006,GAGA,23527
BANTEN,KOTA TANGERANG,LARANGAN,3671131007,CIPADU JAYA,16745
BANTEN,KOTA TANGERANG,LARANGAN,3671131008,KREO SELATAN,16796
JAWA BARAT,BEKASI,CIKARANG UTARA,3216092003,KARANGASIH,41311
JAWA BARAT,BEKASI,CIKARANG UTARA,3216092004,WALUYA,24053
JAWA BARAT,BEKASI,CIKARANG UTARA,3216092005,KARANGRAHARJA,39061
JAWA BARAT,BEKASI,CIKARANG UTARA,3216092006,PASIRGOMBONG,21093
JAWA BARAT,BEKASI,CIKARANG UTARA,3216092007,SIMPANGAN,25861
JAWA BARAT,BEKASI,CIKARANG UTARA,3216092008,TANJUNGSARI,10628
JAWA BARAT,BEKASI,CIKARANG UTARA,3216092009,HAJARMEKAR,10060
JAWA BARAT,BEKASI,CIKARANG UTARA,3216092010,MEKARMUKTI,23410
JAWA BARAT,BEKASI,CIKARANG UTARA,3216092011,WANGUNHARJA,7878
JAWA BARAT,BEKASI,KARANG BAHAGIA,3216102001,SUKARAYA,50629
JAWA BARAT,BEKASI,KARANG BAHAGIA,3216102002,KARANGRAHAYU,12976
JAWA BARAT,BEKASI,KARANG BAHAGIA,3216102003,KARANGSETIA,8899
JAWA BARAT,BEKASI,KARANG BAHAGIA,3216102004,KARANGANYAR,12313
JAWA BARAT,BEKASI,KARANG BAHAGIA,3216102005,KARANGBAHAGIA,6871
JAWA BARAT,BEKASI,KARANG BAHAGIA,3216102006,KARANGSENTOSA,14183
JAWA BARAT,BEKASI,TARUMAJAYA,3216012001,SAGARA MAKMUR,13812
JAWA BARAT,BEKASI,KARANG BAHAGIA,3216102007,KARANGSATU,9954
JAWA BARAT,BEKASI,KARANG BAHAGIA,3216102008,KARANGMUKTI,10554
JAWA BARAT,BEKASI,CIKARANG TIMUR,3216111007,SERTAJAYA,15939
JAWA BARAT,BEKASI,CIKARANG TIMUR,3216112001,TANJUNGBARU,17204
JAWA BARAT,BEKASI,TARUMAJAYA,3216012002,SEGARAJAYA,17363
JAWA BARAT,BEKASI,TARUMAJAYA,3216012003,PUSAKA RAKYAT,15609
JAWA BARAT,BEKASI,TARUMAJAYA,3216012004,PAHLAWAN SETIA,11960
JAWA BARAT,BEKASI,TARUMAJAYA,3216012005,SETIA MULYA,11995
JAWA BARAT,BEKASI,TARUMAJAYA,3216012006,SAMUDRA JAYA,7076
JAWA BARAT,BEKASI,TARUMAJAYA,3216012007,SETIA ASIH,30788
JAWA BARAT,BEKASI,TARUMAJAYA,3216012008,PANTAI MAKMUR,10016
JAWA BARAT,BEKASI,BABELAN,3216021006,BAHAGIA,86332
JAWA BARAT,BEKASI,BABELAN,3216021007,KEBALEN,55265
JAWA BARAT,BEKASI,BABELAN,3216022001,BUNIBAKTI,9682
JAWA BARAT,BEKASI,BABELAN,3216022002,MUARABAKTI,11943
JAWA BARAT,BEKASI,BABELAN,3216022003,KEDUNG PENGAWAS,17288
JAWA BARAT,BEKASI,BABELAN,3216022004,HURIP JAYA,4617
JAWA BARAT,BEKASI,BABELAN,3216022005,PANTAIHURIP,4679
JAWA BARAT,BEKASI,BABELAN,3216022008,BABELANKOTA,42862
JAWA BARAT,BEKASI,BABELAN,3216022009,KEDUNGJAYA,13158
JAWA BARAT,BEKASI,SUKAWANGI,3216032001,SUKARINGIN,5245
JAWA BARAT,BEKASI,SUKAWANGI,3216032002,SUKABUDI,6299
JAWA BARAT,BEKASI,SUKAWANGI,3216032003,SUKADAYA,7395
JAWA BARAT,BEKASI,SUKAWANGI,3216032004,SUKAWANGI,4299
JAWA BARAT,BEKASI,SUKAWANGI,3216032005,SUKAKERTA,8124
JAWA BARAT,BEKASI,SUKAWANGI,3216032006,SUKATENANG,12118
JAWA BARAT,BEKASI,SUKAWANGI,3216032007,SUKAMEKAR,8728
JAWA BARAT,BEKASI,TAMBELANG,3216042001,SUKAWIJAYA,4763
JAWA BARAT,BEKASI,TAMBELANG,3216042002,SUKAMAJU,5652
JAWA BARAT,BEKASI,TAMBELANG,3216042003,SUKARAJA,5080
JAWA BARAT,BEKASI,TAMBELANG,3216042004,SUKARAPIH,8347
JAWA BARAT,BEKASI,TAMBELANG,3216042005,SUKARAHAYU,7413
JAWA BARAT,BEKASI,TAMBELANG,3216042006,SUKAMANTRI,6305
JAWA BARAT,BEKASI,TAMBELANG,3216042007,SUKABAKTI,5769
JAWA BARAT,BEKASI,TAMBUN UTARA,3216052001,SATRIAJAYA,21769
JAWA BARAT,BEKASI,TAMBUN UTARA,3216052002,JEJALENJAYA,22524
JAWA BARAT,BEKASI,TAMBUN UTARA,3216052003,SATRIAMEKAR,16042
JAWA BARAT,BEKASI,TAMBUN UTARA,3216052004,SRIAMUR,27256
JAWA BARAT,BEKASI,TAMBUN UTARA,3216052005,SRIMUKTI,11603
JAWA BARAT,BEKASI,TAMBUN UTARA,3216052006,SRIJAYA,9651
JAWA BARAT,BEKASI,TAMBUN UTARA,3216052007,SRIMAHI,10806
JAWA BARAT,BEKASI,TAMBUN UTARA,3216052008,KARANGSATRIA,65042
JAWA BARAT,BEKASI,TAMBUN SELATAN,3216061001,JATIMULYA,72915
JAWA BARAT,BEKASI,PEBAYURAN,3216132013,BANTARJAYA,16730
JAWA BARAT,BEKASI,SUKAKARYA,3216142007,SUKAMAKMUR,9188
JAWA BARAT,BEKASI,TAMBUN SELATAN,3216062002,LAMBANGSARI,15335
JAWA BARAT,BEKASI,TAMBUN SELATAN,3216062003,LAMBANGJAYA,9088
JAWA BARAT,BEKASI,TAMBUN SELATAN,3216062004,TAMBUN,26183
JAWA BARAT,BEKASI,TAMBUN SELATAN,3216062005,SETIADARMA,17330
JAWA BARAT,BEKASI,SUKATANI,3216152001,SUKAMULYA,17952
JAWA BARAT,BEKASI,TAMBUN SELATAN,3216062006,SETIAMEKAR,57120
JAWA BARAT,BEKASI,TAMBUN SELATAN,3216062007,MEKARSARI,39237
JAWA BARAT,BEKASI,TAMBUN SELATAN,3216062009,MANGUNJAYA,73599
JAWA BARAT,BEKASI,TAMBUN SELATAN,3216062008,TRIDAYA SAKTI,34716
JAWA BARAT,BEKASI,TAMBUN SELATAN,3216062010,SUMBERJAYA,84221
JAWA BARAT,BEKASI,SUKATANI,3216152002,SUKAMANAH,20179
JAWA BARAT,BEKASI,SUKATANI,3216152007,SUKADARMA,10566
JAWA BARAT,BEKASI,CIBITUNG,3216071001,WANASARI,102402
JAWA BARAT,BEKASI,CIBITUNG,3216072002,WANAJAYA,51523
JAWA BARAT,BEKASI,CIBITUNG,3216072003,KERTAMUKTI,14420
JAWA BARAT,BEKASI,CIBITUNG,3216072004,MUKTIWARI,13620
JAWA BARAT,BEKASI,CIBITUNG,3216072005,SARIMUKTI,4667
JAWA BARAT,BEKASI,CIBITUNG,3216072006,SUKAJAYA,28596
JAWA BARAT,BEKASI,CIBITUNG,3216072007,CIBUNTU,23874
JAWA BARAT,BEKASI,CIKARANG BARAT,3216081008,TELAGA ASIH,24324
JAWA BARAT,BEKASI,CIKARANG BARAT,3216082001,TELAGAMURNI,52373
JAWA BARAT,BEKASI,CIKARANG BARAT,3216082002,MEKARWANGI,12979
JAWA BARAT,BEKASI,CIKARANG BARAT,3216082003,JATIWANGI,7189
JAWA BARAT,BEKASI,CIKARANG BARAT,3216082004,DANAU INDAH,4567
JAWA BARAT,BEKASI,CIKARANG BARAT,3216082005,GANDAMEKAR,4707
JAWA BARAT,BEKASI,CIKARANG BARAT,3216082006,GANDASARI,8909
JAWA BARAT,BEKASI,CIKARANG BARAT,3216082007,SUKADANAU,27829
JAWA BARAT,BEKASI,CIKARANG BARAT,3216082009,KALIJAYA,28080
JAWA BARAT,BEKASI,CIKARANG BARAT,3216082010,TELAJUNG,26759
JAWA BARAT,BEKASI,KEDUNG WARINGIN,3216122004,MEKARJAYA,8089
JAWA BARAT,BEKASI,KEDUNG WARINGIN,3216122005,KARANGHARUM,5087
JAWA BARAT,BEKASI,PEBAYURAN,3216132003,SUMBERURIP,5783
JAWA BARAT,BEKASI,PEBAYURAN,3216132004,SUMBEREJA,6151
JAWA BARAT,BEKASI,PEBAYURAN,3216132005,KARANGREJA,9991
JAWA BARAT,BEKASI,PEBAYURAN,3216132006,KARANGJAYA,7860
JAWA BARAT,BEKASI,CIKARANG BARAT,3216082011,CIKEDOKAN,9199
JAWA BARAT,BEKASI,PEBAYURAN,3216132007,SUMBERSARI,7041
JAWA BARAT,BEKASI,CIKARANG UTARA,3216092001,CIKARANGKOTA,23250
JAWA BARAT,BEKASI,PEBAYURAN,3216132008,KARANGPATRI,10451
JAWA BARAT,BEKASI,PEBAYURAN,3216132009,KARANGHAUR,4242
JAWA BARAT,BEKASI,CIKARANG UTARA,3216092002,KARANGBARU,8752
JAWA BARAT,BEKASI,CIKARANG TIMUR,3216112002,CIPAYUNG,14205
JAWA BARAT,BEKASI,CIKARANG TIMUR,3216112003,HEGARMANAH,8096
JAWA BARAT,BEKASI,CIKARANG TIMUR,3216112004,JATIREJA,24807
JAWA BARAT,BEKASI,CIKARANG TIMUR,3216112005,JATIBARU,8952
JAWA BARAT,BEKASI,CIKARANG TIMUR,3216112006,LABANSARI,6700
JAWA BARAT,BEKASI,PEBAYURAN,3216132010,KERTAJAYA,9593
JAWA BARAT,BEKASI,CIKARANG TIMUR,3216112008,KARANGSARI,12308
JAWA BARAT,BEKASI,KEDUNG WARINGIN,3216122001,KARANGSAMBUNG,10077
JAWA BARAT,BEKASI,KEDUNG WARINGIN,3216122002,WARINGINJAYA,17415
JAWA BARAT,BEKASI,KEDUNG WARINGIN,3216122003,KARANGMEKAR,9308
JAWA BARAT,BEKASI,PEBAYURAN,3216132012,BANTARSARI,6003
JAWA BARAT,BEKASI,KEDUNG WARINGIN,3216122006,BOJONGSARI,8902
JAWA BARAT,BEKASI,KEDUNG WARINGIN,3216122007,KEDUNGWARINGIN,14921
JAWA BARAT,BEKASI,PEBAYURAN,3216131011,KERTASARI,10191
JAWA BARAT,BEKASI,PEBAYURAN,3216132001,KARANGHARJA,7990
JAWA BARAT,BEKASI,PEBAYURAN,3216132002,KARANGSEGAR,5617
JAWA BARAT,BEKASI,SUKAKARYA,3216142001,SUKAMURNI,8834
JAWA BARAT,BEKASI,SUKAKARYA,3216142002,SUKAINDAH,8590
JAWA BARAT,BEKASI,SUKAKARYA,3216142003,SUKAKARYA,6442
JAWA BARAT,BEKASI,SUKAKARYA,3216142004,SUKALAKSANA,8154
JAWA BARAT,BEKASI,SUKAKARYA,3216142005,SUKAJADI,10830
JAWA BARAT,BEKASI,SUKAKARYA,3216142006,SUKAKARSA,2971
JAWA BARAT,BEKASI,SUKATANI,3216152003,SUKAHURIP,10641
JAWA BARAT,BEKASI,SUKATANI,3216152004,SUKAASIH,7225
JAWA BARAT,BEKASI,SUKATANI,3216152005,SUKARUKUN,19824
JAWA BARAT,BEKASI,SUKATANI,3216152006,BANJARSARI,10542
JAWA BARAT,BEKASI,CABANGBUNGIN,3216162001,JAYABAKTI,8075
JAWA BARAT,BEKASI,CABANGBUNGIN,3216162002,JAYALAKSANA,9213
JAWA BARAT,BEKASI,CABANGBUNGIN,3216162003,SINDANGSARI,6786
JAWA BARAT,BEKASI,CABANGBUNGIN,3216162004,SINDANGJAYA,6149
JAWA BARAT,BEKASI,CABANGBUNGIN,3216162005,SETIALAKSANA,6815
JAWA BARAT,BEKASI,CABANGBUNGIN,3216162006,SETIAJAYA,5812
JAWA BARAT,BEKASI,CABANGBUNGIN,3216162007,LENGGAHJAYA,5271
JAWA BARAT,BEKASI,CABANGBUNGIN,3216162008,LENGGAHSARI,11196
JAWA BARAT,BEKASI,MUARAGEMBONG,3216172001,PANTAI MEKAR,8090
JAWA BARAT,BEKASI,MUARAGEMBONG,3216172002,PANTAI BAHAGIA,7817
JAWA BARAT,BEKASI,MUARAGEMBONG,3216172003,PANTAI BAKTI,7453
JAWA BARAT,BEKASI,MUARAGEMBONG,3216172004,PANTAI HARAPANJAYA,7884
JAWA BARAT,BEKASI,MUARAGEMBONG,3216172005,PANTAI SEDERHANA,4257
JAWA BARAT,BEKASI,MUARAGEMBONG,3216172006,JAYASAKTI,7575
JAWA BARAT,BEKASI,SETU,3216182001,CIJENGKOL,15266
JAWA BARAT,BEKASI,SETU,3216182002,LUBANGBUAYA,24181
JAWA BARAT,BEKASI,SETU,3216182003,BURANGKENG,27216
JAWA BARAT,BEKASI,SETU,3216182004,CILEDUG,20551
JAWA BARAT,BEKASI,SETU,3216182005,CIBENING,12013
JAWA BARAT,BEKASI,SETU,3216182006,TAMAN SARI,10626
JAWA BARAT,BEKASI,SETU,3216182007,TAMAN RAHAYU,13144
JAWA BARAT,BEKASI,SETU,3216182008,CIKARAGEMAN,11420
JAWA BARAT,BEKASI,SETU,3216182009,RAGAMANUNGGAL,6475
JAWA BARAT,BEKASI,SETU,3216182010,MUKTIJAYA,6667
JAWA BARAT,BEKASI,SETU,3216182011,KERTARAHAYU,7406
JAWA BARAT,BEKASI,SERANG BARU,3216212004,JAYAMULYA,11725
JAWA BARAT,BEKASI,CIKARANG SELATAN,3216192001,CIBATU,15364
JAWA BARAT,BEKASI,CIKARANG SELATAN,3216192002,SUKASEJATI,8792
JAWA BARAT,BEKASI,CIKARANG SELATAN,3216192003,CIANTRA,37996
JAWA BARAT,BEKASI,CIKARANG SELATAN,3216192004,SUKADAMI,45640
